encoderAngle	rotations	 potentiometerVoltage	ideal voltage
-732.5683594	2.034912109	0.6796875	0.671520996
-733.359375	2.037109375	0.66015625	0.672246094
-734.1503906	2.039306641	0.6796875	0.672971191
-735.0292969	2.041748047	0.6640625	0.673776855
-735.8203125	2.043945313	0.6796875	0.674501953
-736.6992188	2.046386719	0.67578125	0.675307617
-737.4902344	2.048583984	0.671875	0.676032715
-738.28125	2.05078125	0.6875	0.676757813
-739.0722656	2.052978516	0.66796875	0.67748291
-739.6875	2.0546875	0.6875	0.678046875
-740.2148438	2.056152344	0.671875	0.678530273
-740.7421875	2.057617188	0.68359375	0.679013672
-741.1816406	2.058837891	0.67578125	0.679416504
-741.6210938	2.060058594	0.66796875	0.679819336
-742.2363281	2.061767578	0.69140625	0.680383301
-742.9394531	2.063720703	0.66796875	0.681027832
-743.5546875	2.065429688	0.6875	0.681591797
-744.3457031	2.067626953	0.67578125	0.682316895
-745.0488281	2.069580078	0.6796875	0.682961426
-745.9277344	2.072021484	0.69140625	0.68376709
-746.71875	2.07421875	0.67578125	0.684492188
-747.5097656	2.076416016	0.69140625	0.685217285
-748.4765625	2.079101563	0.67578125	0.686103516
-749.3554688	2.081542969	0.69140625	0.68690918
-750.3222656	2.084228516	0.6875	0.68779541
-751.3769531	2.087158203	0.6875	0.688762207
-752.4316406	2.090087891	0.6953125	0.689729004
-753.3984375	2.092773438	0.67578125	0.690615234
-754.2773438	2.095214844	0.70703125	0.691420898
-755.0683594	2.097412109	0.6796875	0.692145996
-755.6835938	2.099121094	0.6953125	0.692709961
-756.2988281	2.100830078	0.6953125	0.693273926
-756.8261719	2.102294922	0.68359375	0.693757324
-757.3535156	2.103759766	0.703125	0.694240723
-757.7929688	2.104980469	0.68359375	0.694643555
-758.4082031	2.106689453	0.703125	0.69520752
-759.0234375	2.108398438	0.69140625	0.695771484
-759.6386719	2.110107422	0.69921875	0.696335449
-760.3417969	2.112060547	0.69921875	0.69697998
-761.0449219	2.114013672	0.69140625	0.697624512
-761.7480469	2.115966797	0.70703125	0.698269043
-762.4511719	2.117919922	0.6875	0.698913574
-763.0664063	2.119628906	0.703125	0.699477539
-763.6816406	2.121337891	0.6953125	0.700041504
-764.2089844	2.122802734	0.69921875	0.700524902
-764.7363281	2.124267578	0.70703125	0.701008301
-765.2636719	2.125732422	0.6875	0.701491699
-765.7910156	2.127197266	0.70703125	0.701975098
-766.40625	2.12890625	0.69140625	0.702539063
-767.109375	2.130859375	0.70703125	0.703183594
-767.8125	2.1328125	0.703125	0.703828125
-768.7792969	2.135498047	0.69921875	0.704714355
-769.7460938	2.138183594	0.7109375	0.705600586
-770.625	2.140625	0.69921875	0.70640625
-771.5039063	2.143066406	0.71484375	0.707211914
-772.3828125	2.145507813	0.69921875	0.708017578
-773.2617188	2.147949219	0.70703125	0.708823242
-774.0527344	2.150146484	0.7109375	0.70954834
-775.0195313	2.152832031	0.703125	0.71043457
-775.8984375	2.155273438	0.72265625	0.711240234
-776.8652344	2.157958984	0.69921875	0.712126465
-777.7441406	2.160400391	0.71875	0.712932129
-778.6230469	2.162841797	0.70703125	0.713737793
-779.5019531	2.165283203	0.7109375	0.714543457
-780.2929688	2.167480469	0.71875	0.715268555
-780.9960938	2.169433594	0.6953125	0.715913086
-781.6992188	2.171386719	0.72265625	0.716557617
-782.4023438	2.173339844	0.70703125	0.717202148
-783.1933594	2.175537109	0.71875	0.717927246
-783.8964844	2.177490234	0.71875	0.718571777
-784.7753906	2.179931641	0.71484375	0.719377441
-785.7421875	2.182617188	0.7265625	0.720263672
-786.796875	2.185546875	0.7109375	0.721230469
-787.9394531	2.188720703	0.7265625	0.722277832
-789.0820313	2.191894531	0.71875	0.723325195
-790.2246094	2.195068359	0.73046875	0.724372559
-791.3671875	2.198242188	0.71875	0.725419922
-792.3339844	2.200927734	0.71875	0.726306152
-793.2128906	2.203369141	0.73828125	0.727111816
-794.0039063	2.205566406	0.71484375	0.727836914
-794.7949219	2.207763672	0.73828125	0.728562012
-795.4980469	2.209716797	0.7265625	0.729206543
-796.2011719	2.211669922	0.7265625	0.729851074
-796.9042969	2.213623047	0.734375	0.730495605
-797.5195313	2.215332031	0.71875	0.73105957
-798.1347656	2.217041016	0.74609375	0.731623535
-798.6621094	2.218505859	0.71484375	0.732106934
-799.1015625	2.219726563	0.73828125	0.732509766
-799.5410156	2.220947266	0.7265625	0.732912598
-799.8925781	2.221923828	0.73046875	0.733234863
-800.15625	2.22265625	0.73828125	0.733476563
-800.4199219	2.223388672	0.72265625	0.733718262
-800.7714844	2.224365234	0.74609375	0.734040527
-801.2109375	2.225585938	0.72265625	0.734443359
-801.5625	2.2265625	0.73828125	0.734765625
-801.9140625	2.227539063	0.734375	0.735087891
-802.265625	2.228515625	0.73046875	0.735410156
-802.6171875	2.229492188	0.73828125	0.735732422
-803.1445313	2.230957031	0.72265625	0.73621582
-803.5839844	2.232177734	0.75	0.736618652
-804.0234375	2.233398438	0.7265625	0.737021484
-804.4628906	2.234619141	0.734375	0.737424316
-804.9023438	2.235839844	0.734375	0.737827148
-805.3417969	2.237060547	0.7265625	0.73822998
-805.6933594	2.238037109	0.74609375	0.738552246
-806.1328125	2.239257813	0.7265625	0.738955078
-806.3085938	2.239746094	0.74609375	0.739116211
-806.5722656	2.240478516	0.734375	0.73935791
-806.7480469	2.240966797	0.734375	0.739519043
-807.0117188	2.241699219	0.74609375	0.739760742
-807.2753906	2.242431641	0.7265625	0.740002441
-807.4511719	2.242919922	0.74609375	0.740163574
-807.8027344	2.243896484	0.73046875	0.74048584
-808.2421875	2.245117188	0.7421875	0.740888672
-808.6816406	2.246337891	0.7421875	0.741291504
-809.2089844	2.247802734	0.73046875	0.741774902
-809.6484375	2.249023438	0.75	0.742177734
-810.2636719	2.250732422	0.7265625	0.742741699
-810.8789063	2.252441406	0.75	0.743305664
-811.4941406	2.254150391	0.73828125	0.743869629
-812.109375	2.255859375	0.7421875	0.744433594
-812.8125	2.2578125	0.74609375	0.745078125
-813.2519531	2.259033203	0.734375	0.745480957
-813.6914063	2.260253906	0.75390625	0.745883789
-814.1308594	2.261474609	0.734375	0.746286621
-814.5703125	2.262695313	0.75390625	0.746689453
-815.0976563	2.264160156	0.73828125	0.747172852
-815.625	2.265625	0.73828125	0.74765625
-816.2402344	2.267333984	0.75390625	0.748220215
-816.8554688	2.269042969	0.734375	0.74878418
-817.4707031	2.270751953	0.75390625	0.749348145
-818.1738281	2.272705078	0.73828125	0.749992676
-818.8769531	2.274658203	0.75	0.750637207
-819.6679688	2.276855469	0.74609375	0.751362305
-820.4589844	2.279052734	0.7421875	0.752087402
-821.0742188	2.280761719	0.75390625	0.752651367
-821.6015625	2.282226563	0.73828125	0.753134766
-822.2167969	2.283935547	0.7578125	0.75369873
-822.7441406	2.285400391	0.7421875	0.754182129
-823.4472656	2.287353516	0.7578125	0.75482666
-824.0625	2.2890625	0.7578125	0.755390625
-824.765625	2.291015625	0.74609375	0.756035156
-825.2929688	2.292480469	0.76171875	0.756518555
-825.8203125	2.293945313	0.7421875	0.757001953
-826.3476563	2.295410156	0.765625	0.757485352
-826.7871094	2.296630859	0.75390625	0.757888184
-827.2265625	2.297851563	0.75390625	0.758291016
-827.6660156	2.299072266	0.765625	0.758693848
-828.0175781	2.300048828	0.75	0.759016113
-828.28125	2.30078125	0.765625	0.759257813
-828.6328125	2.301757813	0.74609375	0.759580078
-828.8964844	2.302490234	0.76171875	0.759821777
-829.2480469	2.303466797	0.75390625	0.760144043
-829.5996094	2.304443359	0.75390625	0.760466309
-830.0390625	2.305664063	0.765625	0.760869141
-830.5664063	2.307128906	0.74609375	0.761352539
-831.2695313	2.309082031	0.76953125	0.76199707
-831.8847656	2.310791016	0.75	0.762561035
-832.5878906	2.312744141	0.765625	0.763205566
-833.3789063	2.314941406	0.76171875	0.763930664
-834.1699219	2.317138672	0.7578125	0.764655762
-834.8730469	2.319091797	0.7734375	0.765300293
-835.5761719	2.321044922	0.75390625	0.765944824
-836.3671875	2.323242188	0.76953125	0.766669922
-837.0703125	2.325195313	0.76171875	0.767314453
-837.8613281	2.327392578	0.765625	0.768039551
-838.5644531	2.329345703	0.76953125	0.768684082
-839.3554688	2.331542969	0.7578125	0.76940918
-840.0585938	2.333496094	0.7734375	0.770053711
-840.7617188	2.335449219	0.7578125	0.770698242
-841.5527344	2.337646484	0.7734375	0.77142334
-842.34375	2.33984375	0.765625	0.772148438
-842.9589844	2.341552734	0.765625	0.772712402
-843.75	2.34375	0.77734375	0.7734375
-844.6289063	2.346191406	0.76171875	0.774243164
-845.3320313	2.348144531	0.78125	0.774887695
-845.9472656	2.349853516	0.765625	0.77545166
-846.5625	2.3515625	0.7734375	0.776015625
-847.0019531	2.352783203	0.7734375	0.776418457
-847.4414063	2.354003906	0.765625	0.776821289
-847.7929688	2.354980469	0.78515625	0.777143555
-848.1445313	2.355957031	0.76171875	0.77746582
-848.4960938	2.356933594	0.78125	0.777788086
-848.671875	2.357421875	0.765625	0.777949219
-848.9355469	2.358154297	0.7734375	0.778190918
-849.1992188	2.358886719	0.77734375	0.778432617
-849.5507813	2.359863281	0.76953125	0.778754883
-849.8144531	2.360595703	0.78515625	0.778996582
-850.1660156	2.361572266	0.76171875	0.779318848
-850.5175781	2.362548828	0.78515625	0.779641113
-850.9570313	2.363769531	0.7734375	0.780043945
-851.3964844	2.364990234	0.7734375	0.780446777
-851.8359375	2.366210938	0.78125	0.780849609
-852.2753906	2.367431641	0.76953125	0.781252441
-852.7148438	2.368652344	0.7890625	0.781655273
-853.0664063	2.369628906	0.7734375	0.781977539
-853.3300781	2.370361328	0.78125	0.782219238
-853.7695313	2.371582031	0.77734375	0.78262207
-854.296875	2.373046875	0.7734375	0.783105469
-854.7363281	2.374267578	0.78515625	0.783508301
-855.1757813	2.375488281	0.76953125	0.783911133
-855.6152344	2.376708984	0.79296875	0.784313965
-856.1425781	2.378173828	0.76953125	0.784797363
-856.6699219	2.379638672	0.78125	0.785280762
-857.1972656	2.381103516	0.78515625	0.78576416
-857.6367188	2.382324219	0.7734375	0.786166992
-858.0761719	2.383544922	0.79296875	0.786569824
-858.6035156	2.385009766	0.7734375	0.787053223
-859.0429688	2.386230469	0.7890625	0.787456055
-859.6582031	2.387939453	0.78125	0.78802002
-860.2734375	2.389648438	0.78515625	0.788583984
-860.8007813	2.391113281	0.79296875	0.789067383
-861.328125	2.392578125	0.77734375	0.789550781
-861.7675781	2.393798828	0.80078125	0.789953613
-862.2949219	2.395263672	0.77734375	0.790437012
-862.734375	2.396484375	0.79296875	0.790839844
-863.1738281	2.397705078	0.78515625	0.791242676
-863.6132813	2.398925781	0.78125	0.791645508
-864.0527344	2.400146484	0.796875	0.79204834
-864.4921875	2.401367188	0.77734375	0.792451172
-864.9316406	2.402587891	0.80078125	0.792854004
-865.3710938	2.403808594	0.78515625	0.793256836
-865.9863281	2.405517578	0.79296875	0.793820801
-866.6894531	2.407470703	0.79296875	0.794465332
-867.3046875	2.409179688	0.7890625	0.795029297
-867.9199219	2.410888672	0.796875	0.795593262
-868.4472656	2.412353516	0.7890625	0.79607666
-869.0625	2.4140625	0.796875	0.796640625
-869.5898438	2.415527344	0.7890625	0.797124023
-870.1171875	2.416992188	0.79296875	0.797607422
-870.6445313	2.418457031	0.80078125	0.79809082
-871.2597656	2.420166016	0.78515625	0.798654785
-871.9628906	2.422119141	0.8046875	0.799299316
-872.578125	2.423828125	0.78515625	0.799863281
-873.28125	2.42578125	0.80078125	0.800507813
-873.8964844	2.427490234	0.796875	0.801071777
-874.4238281	2.428955078	0.79296875	0.801555176
-874.8632813	2.430175781	0.8046875	0.801958008
-875.3027344	2.431396484	0.78515625	0.80236084
-875.6542969	2.432373047	0.80859375	0.802683105
-876.0058594	2.433349609	0.7890625	0.803005371
-876.3574219	2.434326172	0.80078125	0.803327637
-876.6210938	2.435058594	0.80078125	0.803569336
-876.8847656	2.435791016	0.79296875	0.803811035
-877.1484375	2.436523438	0.80859375	0.804052734
-877.5	2.4375	0.7890625	0.804375
-877.8515625	2.438476563	0.8046875	0.804697266
-878.203125	2.439453125	0.796875	0.805019531
-878.5546875	2.440429688	0.80078125	0.805341797
-878.90625	2.44140625	0.80859375	0.805664063
-879.2578125	2.442382813	0.79296875	0.805986328
-879.6972656	2.443603516	0.8125	0.80638916
-880.0488281	2.444580078	0.79296875	0.806711426
-880.4003906	2.445556641	0.80859375	0.807033691
-880.8398438	2.446777344	0.8046875	0.807436523
-881.2792969	2.447998047	0.80078125	0.807839355
-881.6308594	2.448974609	0.8125	0.808161621
-882.0703125	2.450195313	0.796875	0.808564453
-882.421875	2.451171875	0.81640625	0.808886719
-882.8613281	2.452392578	0.796875	0.809289551
-883.3007813	2.453613281	0.80859375	0.809692383
-883.7402344	2.454833984	0.80859375	0.810095215
-884.2675781	2.456298828	0.80078125	0.810578613
-884.6191406	2.457275391	0.81640625	0.810900879
-885.0585938	2.458496094	0.80078125	0.811303711
-885.4101563	2.459472656	0.81640625	0.811625977
-885.8496094	2.460693359	0.80078125	0.812028809
-886.3769531	2.462158203	0.80859375	0.812512207
-887.0800781	2.464111328	0.81640625	0.813156738
-887.6953125	2.465820313	0.80078125	0.813720703
-888.3105469	2.467529297	0.8203125	0.814284668
-889.1015625	2.469726563	0.80078125	0.815009766
-889.8046875	2.471679688	0.81640625	0.815654297
-890.4199219	2.473388672	0.8125	0.816218262
-891.2109375	2.475585938	0.80859375	0.816943359
-892.0019531	2.477783203	0.8203125	0.817668457
-892.96875	2.48046875	0.8046875	0.818554688
-893.8476563	2.482910156	0.82421875	0.819360352
-894.9902344	2.486083984	0.80859375	0.820407715
-896.0449219	2.489013672	0.82421875	0.821374512
-897.2753906	2.492431641	0.8203125	0.822502441
-898.4179688	2.495605469	0.81640625	0.823549805
-899.5605469	2.498779297	0.828125	0.824597168
-900.703125	2.501953125	0.8125	0.825644531
-901.7578125	2.504882813	0.83203125	0.826611328
-902.6367188	2.507324219	0.81640625	0.827416992
-903.515625	2.509765625	0.82421875	0.828222656
-904.3066406	2.511962891	0.83203125	0.828947754
-905.0976563	2.514160156	0.8125	0.829672852
-905.8886719	2.516357422	0.84375	0.830397949
-906.6796875	2.518554688	0.81640625	0.831123047
-907.3828125	2.520507813	0.8359375	0.831767578
-908.1738281	2.522705078	0.82421875	0.832492676
-908.9648438	2.524902344	0.82421875	0.833217773
-909.7558594	2.527099609	0.8359375	0.833942871
-910.6347656	2.529541016	0.81640625	0.834748535
-911.3378906	2.531494141	0.84375	0.835393066
-912.2167969	2.533935547	0.82421875	0.83619873
-913.0078125	2.536132813	0.8359375	0.836923828
-913.7988281	2.538330078	0.83984375	0.837648926
-914.5898438	2.540527344	0.828125	0.838374023
-915.3808594	2.542724609	0.84765625	0.839099121
-916.2597656	2.545166016	0.82421875	0.839904785
-916.9628906	2.547119141	0.84765625	0.840549316
-917.7539063	2.549316406	0.828125	0.841274414
-918.4570313	2.551269531	0.83984375	0.841918945
-919.1601563	2.553222656	0.84765625	0.842563477
-919.9511719	2.555419922	0.828125	0.843288574
-920.6542969	2.557373047	0.84765625	0.843933105
-921.4453125	2.559570313	0.8359375	0.844658203
-922.1484375	2.561523438	0.8515625	0.845302734
-922.6757813	2.562988281	0.83984375	0.845786133
-923.203125	2.564453125	0.83984375	0.846269531
-923.7304688	2.565917969	0.84765625	0.84675293
-924.2578125	2.567382813	0.83203125	0.847236328
-924.7851563	2.568847656	0.85546875	0.847719727
-925.1367188	2.569824219	0.83984375	0.848041992
-925.5761719	2.571044922	0.8515625	0.848444824
-925.9277344	2.572021484	0.84375	0.84876709
-926.3671875	2.573242188	0.8359375	0.849169922
-926.71875	2.57421875	0.8515625	0.849492188
-927.1582031	2.575439453	0.83203125	0.84989502
-927.6855469	2.576904297	0.86328125	0.850378418
-928.125	2.578125	0.83984375	0.85078125
-928.7402344	2.579833984	0.8515625	0.851345215
-929.4433594	2.581787109	0.8515625	0.851989746
-930.1464844	2.583740234	0.8359375	0.852634277
-931.0253906	2.586181641	0.86328125	0.853439941
-931.8164063	2.588378906	0.83984375	0.854165039
-932.7832031	2.591064453	0.859375	0.85505127
-933.75	2.59375	0.84765625	0.8559375
-934.8925781	2.596923828	0.8515625	0.856984863
-936.1230469	2.600341797	0.859375	0.858112793
-937.265625	2.603515625	0.8515625	0.859160156
-938.4082031	2.606689453	0.87109375	0.86020752
-939.5507813	2.609863281	0.8515625	0.861254883
-940.6933594	2.613037109	0.86328125	0.862302246
-941.6601563	2.615722656	0.859375	0.863188477
-942.5390625	2.618164063	0.85546875	0.863994141
-943.3300781	2.620361328	0.8671875	0.864719238
-944.1210938	2.622558594	0.84765625	0.865444336
-944.8242188	2.624511719	0.87109375	0.866088867
-945.3515625	2.625976563	0.85546875	0.866572266
-945.9667969	2.627685547	0.8671875	0.86713623
-946.40625	2.62890625	0.87109375	0.867539063
-946.9335938	2.630371094	0.859375	0.868022461
-947.5488281	2.632080078	0.875	0.868586426
-948.3398438	2.634277344	0.8515625	0.869311523
-949.0429688	2.636230469	0.87890625	0.869956055
-949.7460938	2.638183594	0.86328125	0.870600586
-950.4492188	2.640136719	0.8671875	0.871245117
-951.328125	2.642578125	0.8828125	0.872050781
-952.1191406	2.644775391	0.86328125	0.872775879
-952.9101563	2.646972656	0.8828125	0.873500977
-953.6132813	2.648925781	0.8671875	0.874145508
-954.4921875	2.651367188	0.87890625	0.874951172
-955.2832031	2.653564453	0.87109375	0.87567627
-956.0742188	2.655761719	0.8671875	0.876401367
-956.8652344	2.657958984	0.88671875	0.877126465
-957.7441406	2.660400391	0.87109375	0.877932129
-958.6230469	2.662841797	0.87890625	0.878737793
-959.5898438	2.665527344	0.8671875	0.879624023
-960.7324219	2.668701172	0.88671875	0.880671387
-961.9628906	2.672119141	0.8828125	0.881799316
-963.1054688	2.675292969	0.875	0.88284668
-964.3359375	2.678710938	0.88671875	0.883974609
-965.5664063	2.682128906	0.87109375	0.885102539
-966.796875	2.685546875	0.8984375	0.886230469
-967.9394531	2.688720703	0.87890625	0.887277832
-968.9941406	2.691650391	0.88671875	0.888244629
-969.8730469	2.694091797	0.890625	0.889050293
-970.8398438	2.696777344	0.87890625	0.889936523
-971.6308594	2.698974609	0.90625	0.890661621
-972.3339844	2.700927734	0.88671875	0.891306152
-973.0371094	2.702880859	0.89453125	0.891950684
-973.7402344	2.704833984	0.88671875	0.892595215
-974.4433594	2.706787109	0.8828125	0.893239746
-975.0585938	2.708496094	0.89453125	0.893803711
-975.5859375	2.709960938	0.875	0.894287109
-976.1132813	2.711425781	0.90234375	0.894770508
-976.640625	2.712890625	0.87890625	0.895253906
-977.2558594	2.714599609	0.89453125	0.895817871
-977.7832031	2.716064453	0.8984375	0.89630127
-978.3984375	2.717773438	0.8828125	0.896865234
-979.0136719	2.719482422	0.91015625	0.897429199
-979.8046875	2.721679688	0.8828125	0.898154297
-980.5957031	2.723876953	0.90234375	0.898879395
-981.2988281	2.725830078	0.89453125	0.899523926
-982.0019531	2.727783203	0.89453125	0.900168457
-982.5292969	2.729248047	0.90234375	0.900651855
-983.0566406	2.730712891	0.890625	0.901135254
-983.4082031	2.731689453	0.90625	0.90145752
-983.8476563	2.732910156	0.890625	0.901860352
-983.8476563	2.732910156	0.90625	0.901860352
-984.7265625	2.735351563	0.8984375	0.902666016
-985.3417969	2.737060547	0.8984375	0.90322998
-985.8691406	2.738525391	0.91015625	0.903713379
-986.484375	2.740234375	0.88671875	0.904277344
-987.0117188	2.741699219	0.921875	0.904760742
-987.4511719	2.742919922	0.89453125	0.905163574
-987.890625	2.744140625	0.90625	0.905566406
-988.3300781	2.745361328	0.90234375	0.905969238
-988.8574219	2.746826172	0.88671875	0.906452637
-989.3847656	2.748291016	0.91796875	0.906936035
-989.9121094	2.749755859	0.89453125	0.907419434
-990.4394531	2.751220703	0.9140625	0.907902832
-991.0546875	2.752929688	0.8984375	0.908466797
-991.6699219	2.754638672	0.90625	0.909030762
-992.2851563	2.756347656	0.91015625	0.909594727
-992.9003906	2.758056641	0.8984375	0.910158691
-993.515625	2.759765625	0.91796875	0.910722656
-994.21875	2.76171875	0.90234375	0.911367188
-995.0097656	2.763916016	0.91796875	0.912092285
-995.8886719	2.766357422	0.90625	0.912897949
-996.6796875	2.768554688	0.90625	0.913623047
-997.6464844	2.771240234	0.91796875	0.914509277
-998.5253906	2.773681641	0.8984375	0.915314941
-999.4921875	2.776367188	0.921875	0.916201172
-1000.283203	2.778564453	0.90234375	0.91692627
-1001.074219	2.780761719	0.91796875	0.917651367
-1001.689453	2.782470703	0.91796875	0.918215332
-1002.304688	2.784179688	0.91015625	0.918779297
-1002.832031	2.785644531	0.92578125	0.919262695
-1003.271484	2.786865234	0.91015625	0.919665527
-1003.710938	2.788085938	0.92578125	0.920068359
-1004.150391	2.789306641	0.9140625	0.920471191
-1004.589844	2.790527344	0.9140625	0.920874023
-1005.117188	2.791992188	0.921875	0.921357422
-1005.644531	2.793457031	0.91015625	0.92184082
-1006.347656	2.795410156	0.93359375	0.922485352
-1007.138672	2.797607422	0.90625	0.923210449
-1007.929688	2.799804688	0.92578125	0.923935547
-1008.720703	2.802001953	0.91796875	0.924660645
-1009.511719	2.804199219	0.91796875	0.925385742
-1010.214844	2.806152344	0.92578125	0.926030273
-1010.917969	2.808105469	0.91015625	0.926674805
-1011.621094	2.810058594	0.93359375	0.927319336
-1012.236328	2.811767578	0.91796875	0.927883301
-1012.851563	2.813476563	0.9296875	0.928447266
-1013.378906	2.814941406	0.92578125	0.928930664
-1013.90625	2.81640625	0.921875	0.929414063
-1014.433594	2.817871094	0.9375	0.929897461
-1014.873047	2.819091797	0.91796875	0.930300293
-1015.224609	2.820068359	0.93359375	0.930622559
-1015.751953	2.821533203	0.91796875	0.931105957
-1016.279297	2.822998047	0.9296875	0.931589355
-1016.71875	2.82421875	0.9296875	0.931992188
-1017.070313	2.825195313	0.91796875	0.932314453
-1017.421875	2.826171875	0.94140625	0.932636719
-1017.861328	2.827392578	0.91796875	0.933039551
-1018.300781	2.828613281	0.9375	0.933442383
-1018.564453	2.829345703	0.92578125	0.933684082
-1018.916016	2.830322266	0.92578125	0.934006348
-1019.267578	2.831298828	0.9375	0.934328613
-1019.619141	2.832275391	0.921875	0.934650879
-1019.970703	2.833251953	0.9453125	0.934973145
-1020.322266	2.834228516	0.921875	0.93529541
-1020.761719	2.835449219	0.9375	0.935698242
-1021.728516	2.838134766	0.93359375	0.936584473
-1021.728516	2.838134766	0.9296875	0.936584473
-1022.255859	2.839599609	0.94140625	0.937067871
-1022.783203	2.841064453	0.921875	0.93755127
-1023.310547	2.842529297	0.9453125	0.938034668
-1023.925781	2.844238281	0.92578125	0.938598633
-1024.541016	2.845947266	0.9375	0.939162598
-1025.244141	2.847900391	0.94140625	0.939807129
-1025.947266	2.849853516	0.92578125	0.94045166
-1026.738281	2.852050781	0.9453125	0.941176758
-1027.529297	2.854248047	0.921875	0.941901855
-1028.320313	2.856445313	0.9453125	0.942626953
-1029.023438	2.858398438	0.93359375	0.943271484
-1029.638672	2.860107422	0.93359375	0.943835449
-1030.166016	2.861572266	0.94921875	0.944318848
-1030.605469	2.862792969	0.92578125	0.94472168
-1030.869141	2.863525391	0.94921875	0.944963379
-1031.308594	2.864746094	0.93359375	0.945366211
-1031.396484	2.864990234	0.9453125	0.945446777
-1031.660156	2.865722656	0.9375	0.945688477
-1031.923828	2.866455078	0.94140625	0.945930176
-1032.275391	2.867431641	0.953125	0.946252441
-1032.539063	2.868164063	0.9296875	0.946494141
-1032.890625	2.869140625	0.953125	0.946816406
-1033.242188	2.870117188	0.93359375	0.947138672
-1033.59375	2.87109375	0.9453125	0.947460938
-1033.769531	2.871582031	0.9453125	0.94762207
-1034.121094	2.872558594	0.9375	0.947944336
-1034.472656	2.873535156	0.953125	0.948266602
-1034.824219	2.874511719	0.93359375	0.948588867
-1035.263672	2.875732422	0.94921875	0.948991699
-1035.615234	2.876708984	0.9375	0.949313965
-1036.230469	2.878417969	0.9375	0.94987793
-1036.757813	2.879882813	0.94921875	0.950361328
-1037.460938	2.881835938	0.93359375	0.951005859
-1038.076172	2.883544922	0.95703125	0.951569824
-1038.779297	2.885498047	0.94140625	0.952214355
-1039.570313	2.887695313	0.953125	0.952939453
-1040.361328	2.889892578	0.94921875	0.953664551
-1041.152344	2.892089844	0.9375	0.954389648
-1041.855469	2.894042969	0.96875	0.95503418
-1042.734375	2.896484375	0.93359375	0.955839844
-1043.525391	2.898681641	0.96484375	0.956564941
-1044.228516	2.900634766	0.94921875	0.957209473
-1044.84375	2.90234375	0.953125	0.957773438
-1045.458984	2.904052734	0.95703125	0.958337402
-1045.986328	2.905517578	0.9453125	0.958820801
-1046.513672	2.906982422	0.9609375	0.959304199
-1046.865234	2.907958984	0.94921875	0.959626465
-1047.128906	2.908691406	0.9609375	0.959868164
-1047.480469	2.909667969	0.953125	0.96019043
-1047.744141	2.910400391	0.95703125	0.960432129
-1048.095703	2.911376953	0.96484375	0.960754395
-1048.359375	2.912109375	0.94140625	0.960996094
-1048.798828	2.913330078	0.97265625	0.961398926
-1049.238281	2.914550781	0.9453125	0.961801758
-1049.765625	2.916015625	0.9609375	0.962285156
-1050.029297	2.916748047	0.95703125	0.962526855
-1050.380859	2.917724609	0.94921875	0.962849121
-1050.820313	2.918945313	0.96484375	0.963251953
-1051.259766	2.920166016	0.94140625	0.963654785
-1051.699219	2.921386719	0.97265625	0.964057617
-1052.050781	2.922363281	0.953125	0.964379883
-1052.490234	2.923583984	0.95703125	0.964782715
-1052.929688	2.924804688	0.96484375	0.965185547
-1053.369141	2.926025391	0.953125	0.965588379
-1053.896484	2.927490234	0.97265625	0.966071777
-1054.423828	2.928955078	0.94921875	0.966555176
-1055.039063	2.930664063	0.97265625	0.967119141
-1055.566406	2.932128906	0.95703125	0.967602539
-1056.181641	2.933837891	0.9609375	0.968166504
-1056.884766	2.935791016	0.97265625	0.968811035
-1057.675781	2.937988281	0.953125	0.969536133
-1058.554688	2.940429688	0.9765625	0.970341797
-1059.345703	2.942626953	0.953125	0.971066895
-1059.960938	2.944335938	0.97265625	0.971630859
-1060.488281	2.945800781	0.96875	0.972114258
-1060.839844	2.946777344	0.9609375	0.972436523
-1061.279297	2.947998047	0.9765625	0.972839355
-1061.542969	2.948730469	0.95703125	0.973081055
-1062.070313	2.950195313	0.9765625	0.973564453
-1062.509766	2.951416016	0.96484375	0.973967285
-1063.037109	2.952880859	0.97265625	0.974450684
-1063.652344	2.954589844	0.97265625	0.975014648
-1064.267578	2.956298828	0.9609375	0.975578613
-1064.794922	2.957763672	0.984375	0.976062012
-1065.410156	2.959472656	0.9609375	0.976625977
-1066.376953	2.962158203	0.98046875	0.977512207
-1067.519531	2.965332031	0.97265625	0.97855957
-1068.662109	2.968505859	0.96875	0.979606934
-1069.716797	2.971435547	0.984375	0.98057373
-1070.507813	2.973632813	0.96875	0.981298828
-1071.386719	2.976074219	0.984375	0.982104492
-1072.089844	2.978027344	0.96484375	0.982749023
-1072.880859	2.980224609	0.9765625	0.983474121
-1073.759766	2.982666016	0.98046875	0.984279785
-1074.550781	2.984863281	0.97265625	0.985004883
-1074.902344	2.985839844	0.9921875	0.985327148
-1075.253906	2.986816406	0.96484375	0.985649414
-1075.517578	2.987548828	0.9921875	0.985891113
-1075.78125	2.98828125	0.97265625	0.986132813
-1075.957031	2.988769531	0.984375	0.986293945
-1076.132813	2.989257813	0.984375	0.986455078
-1076.484375	2.990234375	0.97265625	0.986777344
-1076.748047	2.990966797	0.98828125	0.987019043
-1077.099609	2.991943359	0.97265625	0.987341309
-1077.539063	2.993164063	0.9921875	0.987744141
-1078.066406	2.994628906	0.98046875	0.988227539
